vehicle_id,capacity,lon,lat,kwh_per_100km,kwh_per_100km_per_pax
481,4,-73.99988608563088,40.737453456353236,11.15,0.283
482,4,-74.0040976359038,40.73792590101836,11.15,0.283
483,4,-74.00286999358393,40.733993658530025,11.15,0.283
484,4,-74.00198725772151,40.74125870116688,11.15,0.283
485,4,-74.00533702636068,40.74023849821541,11.15,0.283
486,4,-74.00310342756059,40.73290174574518,11.15,0.283
487,4,-73.99842430008044,40.73934400411446,11.15,0.283
488,4,-74.00603529862775,40.74078019653397,11.15,0.283
489,4,-73.99537048942547,40.741027197082346,11.15,0.283
490,4,-73.99700039661528,40.740677732900615,11.15,0.283
491,4,-73.99677187433431,40.73290046178932,11.15,0.283
492,4,-73.99964634346446,40.73971126165421,11.15,0.283
493,4,-73.99916813816164,40.73345129859493,11.15,0.283
494,4,-74.00359002067657,40.7330367330338,11.15,0.283
495,4,-74.00191663878051,40.73815530587996,11.15,0.283
496,4,-74.00020399173238,40.73950496079862,11.15,0.283
497,4,-73.99889804770145,40.74096450077344,11.15,0.283
498,4,-74.00412303981766,40.73958964638405,11.15,0.283
499,4,-73.99605882623754,40.7410795046319,11.15,0.283
500,4,-74.00266334120981,40.73376195917282,11.15,0.283
501,4,-73.99507397934624,40.73267983258543,11.15,0.283
502,4,-73.99464822575221,40.732528304232666,11.15,0.283
503,4,-74.00039125072325,40.73385011227131,11.15,0.283
504,4,-74.00199233490254,40.73863820035323,11.15,0.283
505,4,-74.0015628308051,40.733713057117875,11.15,0.283
506,4,-73.99933204051185,40.735726882430754,11.15,0.283
507,4,-73.99598920218065,40.735310855964336,11.15,0.283
508,4,-74.00187444479126,40.73369416049246,11.15,0.283
509,4,-74.00098199190907,40.73477083697894,11.15,0.283
510,4,-73.99578693661603,40.740314881160074,11.15,0.283
511,4,-74.00144310736468,40.73872932555644,11.15,0.283
512,4,-74.0054645803693,40.738141590456756,11.15,0.283
513,4,-73.99648642786683,40.73378743764085,11.15,0.283
514,4,-73.99481279277038,40.734377989207815,11.15,0.283
515,4,-73.99511550965777,40.740509895397444,11.15,0.283
516,4,-74.00535911968088,40.73765204069196,11.15,0.283
517,4,-73.99751150221344,40.73923322547398,11.15,0.283
518,4,-73.99947945000952,40.7388323874676,11.15,0.283
519,4,-73.9971772539333,40.74017313433348,11.15,0.283
520,4,-73.99754962506158,40.740961007806824,11.15,0.283
521,4,-74.00276539248435,40.73947408271045,11.15,0.283
522,4,-74.00212184934514,40.736398074807674,11.15,0.283
523,4,-73.99491029583598,40.73446289325934,11.15,0.283
524,4,-74.000051469492,40.74076761025193,11.15,0.283
525,4,-73.99744801928821,40.739692342778206,11.15,0.283
526,4,-73.9943739680197,40.737283633411764,11.15,0.283
527,4,-74.0055909725473,40.73461163908673,11.15,0.283
528,4,-73.99513767955516,40.73841184315687,11.15,0.283
529,4,-74.00233766653962,40.737359580708436,11.15,0.283
530,4,-73.99988672084027,40.73526567946125,11.15,0.283
531,4,-73.99986777976444,40.73704930882664,11.15,0.283
532,4,-73.99724525657437,40.73691435136704,11.15,0.283
533,4,-73.9958305662253,40.73958090840294,11.15,0.283
534,4,-74.0060994115138,40.738984266749064,11.15,0.283
535,4,-74.00313861152263,40.73972917454838,11.15,0.283
536,4,-73.9983963996085,40.736100275266715,11.15,0.283
537,4,-74.00619081295642,40.739354712017764,11.15,0.283
538,4,-74.00202107083038,40.73875809649139,11.15,0.283
539,4,-73.99821755131958,40.73851344981253,11.15,0.283
540,4,-74.00292762025973,40.738885444757045,11.15,0.283
541,4,-73.99669956627463,40.74025605875491,11.15,0.283
542,4,-74.00247261987109,40.73562124981899,11.15,0.283
543,4,-74.0014160314545,40.739864818741346,11.15,0.283
544,4,-74.00184183553833,40.73995855176046,11.15,0.283
545,4,-74.002354246549,40.740261671656064,11.15,0.283
546,4,-73.99970489443974,40.74039210850532,11.15,0.283
547,4,-74.0004371740574,40.74043525381435,11.15,0.283
548,4,-73.99658432070576,40.734665266366825,11.15,0.283
549,4,-74.00072882870799,40.735141188381306,11.15,0.283
550,4,-73.99911846196785,40.738851065884546,11.15,0.283
551,4,-73.99822453868748,40.739785613406234,11.15,0.283
552,4,-74.00456239358388,40.736589545372965,11.15,0.283
553,4,-74.00074524703149,40.73784933135215,11.15,0.283
554,4,-73.99614456241105,40.73729426149796,11.15,0.283
555,4,-73.99685382538728,40.740924913730225,11.15,0.283
556,4,-73.99816746490976,40.736081142156465,11.15,0.283
557,4,-74.0052749396969,40.7341431193416,11.15,0.283
558,4,-74.00528360402409,40.74036634140153,11.15,0.283
559,4,-74.00009317619735,40.73970051590752,11.15,0.283
560,4,-73.99676377817619,40.73838937671765,11.15,0.283
561,4,-74.00303319892154,40.74049089143276,11.15,0.283
562,4,-74.00084063242424,40.740182691312434,11.15,0.283
563,4,-73.99483095148251,40.73288236055436,11.15,0.283
564,4,-73.99901179724516,40.73929683856371,11.15,0.283
565,4,-73.99746920341794,40.740255708872645,11.15,0.283
566,4,-73.9960163017126,40.73402617498118,11.15,0.283
567,4,-73.99498965424824,40.7371462783188,11.15,0.283
568,4,-74.00551467183661,40.73529134775649,11.15,0.283
569,4,-74.00601857732015,40.73642615192461,11.15,0.283
570,4,-74.00180696309747,40.7382067447009,11.15,0.283
571,4,-74.00480899609282,40.73685027089594,11.15,0.283
572,4,-74.00510626488104,40.73269480121521,11.15,0.283
573,4,-73.99458418251201,40.737976684258165,11.15,0.283
574,4,-74.00404481061847,40.73663785374708,11.15,0.283
575,4,-74.00068382814409,40.735675039751655,11.15,0.283
576,4,-74.00550135471582,40.733255213951864,11.15,0.283
577,4,-74.00547589510546,40.73700971131399,11.15,0.283
578,4,-74.00188132116666,40.73902704305773,11.15,0.283
579,4,-74.00032569138207,40.73661137862529,11.15,0.283
580,4,-74.00048494566234,40.73245352565284,11.15,0.283
581,4,-73.9956706128874,40.73699658574096,11.15,0.283
582,4,-73.99508572636606,40.732952908661346,11.15,0.283
583,4,-74.0016269995939,40.732570181292836,11.15,0.283
584,4,-73.99904843406044,40.735715644045015,11.15,0.283
585,4,-73.99824294905382,40.73805593153191,11.15,0.283
586,4,-74.00410243253985,40.739324943868745,11.15,0.283
587,4,-73.99508634216795,40.72747721442035,11.15,0.283
588,4,-74.00461190340049,40.73164538867305,11.15,0.283
589,4,-74.00567770457162,40.7301553930734,11.15,0.283
590,4,-73.99663904800866,40.728246581727184,11.15,0.283
591,4,-74.00062179340372,40.727313738885705,11.15,0.283
592,4,-73.99629041520772,40.72886526510387,11.15,0.283
593,4,-73.99630022072633,40.731877792662175,11.15,0.283
594,4,-74.00529736324393,40.725431595416,11.15,0.283
595,4,-73.99585715397195,40.729839455366616,11.15,0.283
596,4,-74.00557508407087,40.7268479338613,11.15,0.283
597,4,-74.00223770173737,40.72653493432036,11.15,0.283
598,4,-74.0031198190678,40.72352341064705,11.15,0.283
599,4,-74.00368511546993,40.72786566288938,11.15,0.283
600,4,-73.99944191890305,40.72394922349517,11.15,0.283
601,4,-74.00517181990354,40.729304866392226,11.15,0.283
602,4,-73.99863317056976,40.72906704651557,11.15,0.283
603,4,-74.00403480571663,40.725370279585114,11.15,0.283
604,4,-74.00547300956941,40.73224100050983,11.15,0.283
605,4,-74.00335131725878,40.72901018707592,11.15,0.283
606,4,-74.00062937975208,40.73046337111639,11.15,0.283
607,4,-74.00086228331448,40.72866550267339,11.15,0.283
608,4,-73.99681506786102,40.72447624918752,11.15,0.283
609,4,-74.00136144687885,40.727639129246626,11.15,0.283
610,4,-74.00104166038729,40.731761861626296,11.15,0.283
611,4,-74.0026811406836,40.72843528460703,11.15,0.283
612,4,-73.99789965498121,40.728905885022485,11.15,0.283
613,4,-74.00622532795815,40.72496370685754,11.15,0.283
614,4,-74.00089202150396,40.729520126156835,11.15,0.283
615,4,-74.00260344383929,40.731162206907484,11.15,0.283
616,4,-74.00470482209113,40.72781142376417,11.15,0.283
617,4,-73.99450767753778,40.728494196362334,11.15,0.283
618,4,-74.00401769978593,40.73111509501251,11.15,0.283
619,4,-73.99450507803205,40.72459781614751,11.15,0.283
620,4,-74.00100023157074,40.73108607703918,11.15,0.283
621,4,-74.00021329885782,40.73035806142877,11.15,0.283
622,4,-74.0052633783965,40.73038077444698,11.15,0.283
623,4,-74.00218435912089,40.72651188512373,11.15,0.283
624,4,-73.9997105724356,40.72376392298697,11.15,0.283
625,4,-73.99754248576086,40.729974621534396,11.15,0.283
626,4,-74.00398004742932,40.72737491287265,11.15,0.283
627,4,-74.00420825485607,40.72666538877327,11.15,0.283
628,4,-74.00393167706558,40.7296054036458,11.15,0.283
629,4,-73.99619016872165,40.72834468383267,11.15,0.283
630,4,-74.00383144349829,40.724567625195775,11.15,0.283
631,4,-74.00328545047581,40.72944717215862,11.15,0.283
632,4,-73.99742885026997,40.72639878550706,11.15,0.283
633,4,-73.99728706299562,40.723823479695874,11.15,0.283
634,4,-74.00180331267269,40.73152679010285,11.15,0.283
635,4,-73.99902068883843,40.72333824302921,11.15,0.283
636,4,-73.99972116292152,40.72356191312741,11.15,0.283
637,4,-74.00025635155201,40.72713994028156,11.15,0.283
638,4,-73.99886187438398,40.730643924319615,11.15,0.283
639,4,-74.00206360335109,40.73053573483029,11.15,0.283
640,4,-73.99850812465687,40.729228936293595,11.15,0.283
641,4,-73.99619773307735,40.731854776767605,11.15,0.283
642,4,-73.99847616877632,40.72483015291821,11.15,0.283
643,4,-74.00548258665488,40.725262754917175,11.15,0.283
644,4,-74.00466509215464,40.727911244784856,11.15,0.283
645,4,-73.9964746606176,40.73093622304658,11.15,0.283
646,4,-74.0033132002403,40.72886165594169,11.15,0.283
647,4,-73.9986148899668,40.728416078671145,11.15,0.283
648,4,-74.00118752605154,40.727595490936146,11.15,0.283
649,4,-74.00360452203738,40.72374673216841,11.15,0.283
650,4,-74.00340181588825,40.72541025749698,11.15,0.283
651,4,-73.99975494377703,40.72418982170532,11.15,0.283
652,4,-73.99678679094092,40.730924158967774,11.15,0.283
653,4,-74.00438231315749,40.728718786727065,11.15,0.283
654,4,-74.00388250691564,40.725574763151265,11.15,0.283
655,4,-73.99869023516615,40.72786304928115,11.15,0.283
656,4,-74.0052031019411,40.73043189846387,11.15,0.283
657,4,-73.99982387557168,40.72655256724384,11.15,0.283
658,4,-73.99688480920567,40.72385417782233,11.15,0.283
659,4,-73.99610906140929,40.72824576765049,11.15,0.283
660,4,-74.0052846684478,40.731559687051615,11.15,0.283
661,4,-73.99550416033601,40.72985378476967,11.15,0.283
662,4,-73.9967620582213,40.730384141166546,11.15,0.283
663,4,-73.99560229626206,40.7310765707071,11.15,0.283
664,4,-73.99747093027369,40.72820767833277,11.15,0.283
665,4,-73.99986566982042,40.731947285898,11.15,0.283
666,4,-74.00559121868396,40.725797248761495,11.15,0.283
667,4,-73.99505676382566,40.73205688289852,11.15,0.283
668,4,-73.99563662782613,40.72660017702472,11.15,0.283
669,4,-74.00454990400702,40.724300816681556,11.15,0.283
670,4,-73.99502519511442,40.72959887945025,11.15,0.283
671,4,-73.99585050138573,40.729239856336086,11.15,0.283
672,4,-73.99442522808344,40.72373498100314,11.15,0.283
673,4,-74.00569190416476,40.731526434710666,11.15,0.283
674,4,-73.9968361964522,40.72619091613361,11.15,0.283
675,4,-73.99586332400771,40.72503071174594,11.15,0.283
676,4,-74.005404988232,40.7262676173658,11.15,0.283
677,4,-74.00328937184541,40.72632126444065,11.15,0.283
678,4,-73.99937860292214,40.730401880168145,11.15,0.283
679,4,-73.99746944915921,40.73072369062518,11.15,0.283
680,4,-74.00386152248903,40.72930828420414,11.15,0.283
681,4,-74.00348718873221,40.73106101930148,11.15,0.283
682,4,-74.00436431358703,40.72788176014572,11.15,0.283
683,4,-73.9995076940912,40.72739004961685,11.15,0.283
684,4,-73.99795179536335,40.72463556533166,11.15,0.283
685,4,-73.9998918843233,40.730933404198865,11.15,0.283
686,4,-73.99851872628157,40.725687947228955,11.15,0.283
687,4,-73.99991891881467,40.72639883452202,11.15,0.283
688,4,-74.00496815175208,40.7318055456087,11.15,0.283
689,4,-73.99899052695703,40.72722387408013,11.15,0.283
690,4,-74.00108405942676,40.72550850819063,11.15,0.283
691,4,-74.00301058757407,40.729614565757146,11.15,0.283
692,4,-73.99922474885791,40.72387224643859,11.15,0.283
693,4,-74.00505474854488,40.72757432311851,11.15,0.283
694,4,-74.0061646450762,40.73017063000068,11.15,0.283
695,4,-73.99645940707052,40.73101991915502,11.15,0.283
696,4,-73.99916125926548,40.725588428628974,11.15,0.283
697,4,-73.99768022959579,40.732271360379755,11.15,0.283
698,4,-74.0023231651903,40.731097229243844,11.15,0.283
699,4,-74.0050086621088,40.729831998498774,11.15,0.283
700,4,-74.00426307888532,40.730894207767044,11.15,0.283
701,4,-73.99935709181374,40.72868576448147,11.15,0.283
702,4,-74.00054318636828,40.72946864661064,11.15,0.283
703,4,-73.99966262024272,40.728635378134726,11.15,0.283
704,4,-74.00554591165326,40.725920425033095,11.15,0.283
705,4,-74.00282054603552,40.729830795553106,11.15,0.283
706,4,-74.0030409784571,40.731687774171675,11.15,0.283
707,4,-74.00121552891267,40.73065438870612,11.15,0.283
708,4,-73.99609036474982,40.72832792659443,11.15,0.283
709,4,-73.99472766058416,40.72886528546998,11.15,0.283
710,4,-73.99936100632728,40.728389621221645,11.15,0.283
711,4,-73.99589999592376,40.72347202794638,11.15,0.283
712,4,-74.00372532934325,40.7238594067723,11.15,0.283
713,4,-74.00335355983579,40.728331680508056,11.15,0.283
714,4,-73.99803995479792,40.73058098142121,11.15,0.283
715,4,-73.99701836409749,40.73068424066881,11.15,0.283
716,4,-74.00203171806851,40.730773449085724,11.15,0.283
717,4,-74.00583921472797,40.727825161069056,11.15,0.283
718,4,-74.0006049615939,40.72817917028487,11.15,0.283
719,4,-73.99785453346647,40.723976942496265,11.15,0.283
720,4,-73.9983861984868,40.724838056786865,11.15,0.283
721,4,-74.00422060057254,40.72470651555928,11.15,0.283
722,4,-74.00283072696622,40.73092690908489,11.15,0.283
723,4,-73.99784671001113,40.73016946589663,11.15,0.283
724,4,-73.99459465565488,40.72657636438309,11.15,0.283
725,4,-74.00396799313397,40.73181039033859,11.15,0.283
726,4,-73.99647261623876,40.73086593013896,11.15,0.283
727,4,-74.00083061315009,40.725404512334556,11.15,0.283
728,4,-73.99553959608672,40.723318055428756,11.15,0.283
729,4,-73.9992123615592,40.73113971696008,11.15,0.283
730,4,-73.99655580578617,40.724913095953816,11.15,0.283
731,4,-74.00405960871728,40.72436233879666,11.15,0.283
732,4,-73.99959531505574,40.72394382234149,11.15,0.283
733,4,-74.00087541664827,40.724729825778915,11.15,0.283
734,4,-73.9964908163079,40.725500784675624,11.15,0.283
735,4,-74.0007334795342,40.727256055058525,11.15,0.283
736,4,-74.00563546016527,40.72364430498236,11.15,0.283
737,4,-74.0042196996403,40.731957251195446,11.15,0.283
738,4,-73.99944626286498,40.73034743953918,11.15,0.283
739,4,-74.00172915082676,40.732244946789116,11.15,0.283
740,4,-74.00288140537552,40.72719071534916,11.15,0.283
741,4,-73.99695344615905,40.72813852460073,11.15,0.283
742,4,-74.005481062091,40.73220459577315,11.15,0.283
743,4,-74.00052249933205,40.72873626190818,11.15,0.283
744,4,-73.99505752823882,40.72899292980349,11.15,0.283
745,4,-74.00226802288958,40.725932228412226,11.15,0.283
746,4,-74.00033153331364,40.71709471768906,11.15,0.283
747,4,-73.99450122204446,40.71615354311564,11.15,0.283
748,4,-73.99784232615043,40.71475879156472,11.15,0.283
749,4,-73.995142852226,40.71606169684863,11.15,0.283
750,4,-74.00549323423877,40.715258858082,11.15,0.283
751,4,-74.00461712543147,40.719340073846844,11.15,0.283
752,4,-74.00317423017252,40.718367097919284,11.15,0.283
753,4,-74.00376308101669,40.72095301693687,11.15,0.283
754,4,-74.00072467414273,40.719048084182155,11.15,0.283
755,4,-73.9954545107557,40.7149383894656,11.15,0.283
756,4,-73.99524670130897,40.71861495733369,11.15,0.283
757,4,-73.99578538968157,40.71816698947057,11.15,0.283
758,4,-73.99748756073039,40.71441097041363,11.15,0.283
759,4,-73.99503212174321,40.721712185320385,11.15,0.283
760,4,-74.00607811336249,40.714909398970285,11.15,0.283
761,4,-74.00576625419714,40.715956335125256,11.15,0.283
762,4,-73.99948972439445,40.72200223336022,11.15,0.283
763,4,-73.99952185119476,40.71862705492732,11.15,0.283
764,4,-74.00537076549136,40.72136824791892,11.15,0.283
765,4,-73.99738470547906,40.71822508592364,11.15,0.283
766,4,-74.002946445006,40.72302016473152,11.15,0.283
767,4,-74.00601755546448,40.71810972554233,11.15,0.283
768,4,-74.00268665958535,40.72176670685064,11.15,0.283
769,4,-73.99873555314362,40.72174157437642,11.15,0.283
770,4,-74.00482470419225,40.71900168871028,11.15,0.283
771,4,-73.99540485646415,40.71546818570237,11.15,0.283
772,4,-74.00014228101044,40.71448610060463,11.15,0.283
773,4,-74.00485022339488,40.71538364764104,11.15,0.283
774,4,-73.99879197241509,40.71820338652648,11.15,0.283
775,4,-73.99565732659613,40.71463452274857,11.15,0.283
776,4,-74.00380302073187,40.721108424145456,11.15,0.283
777,4,-74.00125619253207,40.71790992064314,11.15,0.283
778,4,-73.99695327397487,40.72082581908565,11.15,0.283
779,4,-74.0022113369363,40.71563666809571,11.15,0.283
780,4,-74.00520700952636,40.71454891262379,11.15,0.283
781,4,-74.00034034106602,40.71568947158387,11.15,0.283
782,4,-74.00058598634907,40.72134539472399,11.15,0.283
783,4,-73.99984416122491,40.72201548206759,11.15,0.283
784,4,-74.00542048851655,40.71883508964317,11.15,0.283
785,4,-73.99931517484893,40.719928402287096,11.15,0.283
786,4,-74.00206538061474,40.71771555488553,11.15,0.283
787,4,-74.00031694908955,40.720732187143355,11.15,0.283
788,4,-74.00496669245724,40.7174589860993,11.15,0.283
789,4,-73.99745169478771,40.71986161370625,11.15,0.283
790,4,-73.9977127020665,40.71817008619641,11.15,0.283
791,4,-74.00167310868305,40.71432658587498,11.15,0.283
792,4,-74.00598563628527,40.72250526612831,11.15,0.283
793,4,-74.00488176207891,40.72014395204205,11.15,0.283
794,4,-73.9999973419041,40.71701691738789,11.15,0.283
795,4,-73.99971810776566,40.71743808822401,11.15,0.283
796,4,-73.9985182681856,40.716886291467176,11.15,0.283
797,4,-73.99583721766075,40.72298232203423,11.15,0.283
798,4,-73.9950464327499,40.717608952347284,11.15,0.283
799,4,-73.99917084176744,40.72003275762181,11.15,0.283
800,4,-73.99923726954424,40.71515669739836,11.15,0.283
801,4,-74.0039512939164,40.71959668828185,11.15,0.283
802,4,-73.99737505214149,40.721185193332346,11.15,0.283
803,4,-73.99744144024208,40.720441835780385,11.15,0.283
804,4,-74.0008452220658,40.72210611461551,11.15,0.283
805,4,-73.99900709809681,40.71914184334822,11.15,0.283
806,4,-73.99837415021497,40.71780786717166,11.15,0.283
807,4,-74.00209921217515,40.72050614339516,11.15,0.283
808,4,-74.00502151374128,40.72170402620649,11.15,0.283
809,4,-74.0022845454634,40.71490899120687,11.15,0.283
810,4,-73.99465730391294,40.71826805004761,11.15,0.283
811,4,-74.00484139783674,40.71808668611814,11.15,0.283
812,4,-74.00061137184811,40.71592728764852,11.15,0.283
813,4,-73.99975706498454,40.71581508883019,11.15,0.283
814,4,-73.99523266068145,40.71623728950722,11.15,0.283
815,4,-74.00096730915924,40.72006379439441,11.15,0.283
816,4,-74.00231666807768,40.72308442736444,11.15,0.283
817,4,-74.0015225563686,40.715663419947525,11.15,0.283
818,4,-73.99685407973539,40.71544394411924,11.15,0.283
819,4,-74.00030571226807,40.71632492009345,11.15,0.283
820,4,-73.99457440328534,40.722988609035774,11.15,0.283
821,4,-74.00426968332306,40.715953389543685,11.15,0.283
822,4,-74.00439834831455,40.715667650326836,11.15,0.283
823,4,-73.99976785932274,40.715813217057246,11.15,0.283
824,4,-73.99464002854668,40.71757685215777,11.15,0.283
825,4,-73.99708382007405,40.71874859501326,11.15,0.283
826,4,-73.9967588616369,40.716975170395905,11.15,0.283
827,4,-73.99592158553043,40.720382333069765,11.15,0.283
828,4,-73.99570651472169,40.72028338526286,11.15,0.283
829,4,-73.99569479018064,40.720919870552194,11.15,0.283
830,4,-73.99912644381962,40.71880285241889,11.15,0.283
831,4,-73.99778028144033,40.71724101145142,11.15,0.283
832,4,-74.0057288186263,40.71564778043603,11.15,0.283
833,4,-73.99588350951076,40.721382143836266,11.15,0.283
834,4,-73.99903351744024,40.7193014639255,11.15,0.283
835,4,-73.99853480885919,40.7185525071157,11.15,0.283
836,4,-73.99494343922534,40.71873980864097,11.15,0.283
837,4,-74.00170816253772,40.71710257515469,11.15,0.283
838,4,-73.99694729955914,40.72073103228474,11.15,0.283
839,4,-74.00284701309954,40.71974381126221,11.15,0.283
840,4,-73.9976643362656,40.72315148075289,11.15,0.283
841,4,-73.99957896227886,40.71474577712541,11.15,0.283
842,4,-73.99880313331884,40.7130472183054,11.15,0.283
843,4,-74.00536034977087,40.71063228574901,11.15,0.283
844,4,-74.00081686953018,40.71164607682226,11.15,0.283
845,4,-74.00310955042634,40.71336373279571,11.15,0.283
846,4,-73.99545523898347,40.71206514972039,11.15,0.283
847,4,-74.00002077648176,40.710818929495474,11.15,0.283
848,4,-74.00364714937601,40.70763140890198,11.15,0.283
849,4,-74.00153933116971,40.709521200471976,11.15,0.283
850,4,-74.0011900780898,40.70989793337686,11.15,0.283
851,4,-74.00001243606074,40.71329224957148,11.15,0.283
852,4,-74.00323768517852,40.71421842267173,11.15,0.283
853,4,-73.99557483730891,40.711666792848874,11.15,0.283
854,4,-73.99615252730356,40.71201099467954,11.15,0.283
855,4,-74.0043150964406,40.70934158244989,11.15,0.283
856,4,-74.00582343384042,40.70729937077678,11.15,0.283
857,4,-73.98609057666701,40.783459870285135,11.15,0.283
858,4,-73.9885206733704,40.78109473953645,11.15,0.283
859,4,-73.98799221984233,40.77284432904357,11.15,0.283
860,4,-73.98915343869002,40.77210999537322,11.15,0.283
861,4,-73.98386604604708,40.7734100919652,11.15,0.283
862,4,-73.98685595892825,40.77642818955776,11.15,0.283
863,4,-73.98588128018625,40.772981027995826,11.15,0.283
864,4,-73.98431376669106,40.77445484146257,11.15,0.283
865,4,-73.99076315882922,40.773805453909006,11.15,0.283
866,4,-73.98905360429652,40.77249841082926,11.15,0.283
867,4,-73.98306102467465,40.772238760219174,11.15,0.283
868,4,-73.99000103958215,40.7731020561221,11.15,0.283
869,4,-73.98627081661097,40.774921953576715,11.15,0.283
870,4,-73.98956243604546,40.773831074845646,11.15,0.283
871,4,-73.98735134596699,40.769869082568924,11.15,0.283
872,4,-73.9839072182639,40.76841324043571,11.15,0.283
873,4,-73.98864260373688,40.77224015602509,11.15,0.283
874,4,-73.99130991761169,40.769812331114565,11.15,0.283
875,4,-73.99434884076996,40.77147025993162,11.15,0.283
876,4,-73.98831244930254,40.768970938108474,11.15,0.283
877,4,-73.99098374829535,40.76885910423675,11.15,0.283
878,4,-73.99177022636111,40.77528274312428,11.15,0.283
879,4,-73.99006777698216,40.768331227869375,11.15,0.283
880,4,-73.98756003732487,40.77392067839288,11.15,0.283
881,4,-73.98563648166,40.77595425003905,11.15,0.283
882,4,-73.98873618162499,40.769283936516516,11.15,0.283
883,4,-73.99252634690703,40.77332581560467,11.15,0.283
884,4,-73.989937276551,40.76868292878466,11.15,0.283
885,4,-73.98947272338292,40.76945795752813,11.15,0.283
886,4,-73.99275865429422,40.7740811534081,11.15,0.283
887,4,-73.9899816994693,40.76950295521853,11.15,0.283
888,4,-73.9929343346291,40.768534657082604,11.15,0.283
889,4,-73.98801379588599,40.77217300908755,11.15,0.283
890,4,-73.98747631419937,40.7730640658021,11.15,0.283
891,4,-73.99054980570918,40.76922875721154,11.15,0.283
892,4,-73.99278228399304,40.76832703933607,11.15,0.283
893,4,-73.98979390398398,40.774231070828,11.15,0.283
894,4,-73.9888003724158,40.7746286673364,11.15,0.283
895,4,-73.98465064889317,40.77451066326686,11.15,0.283
896,4,-73.98339115507285,40.77551564783575,11.15,0.283
897,4,-73.99050009740105,40.77324385184484,11.15,0.283
898,4,-73.98626660555553,40.77408669653921,11.15,0.283
899,4,-73.98865275872654,40.776164360297194,11.15,0.283
900,4,-73.99127457588392,40.77517494679281,11.15,0.283
901,4,-73.98775391131417,40.77050179011095,11.15,0.283
902,4,-73.98611711100251,40.77017827419733,11.15,0.283
903,4,-73.98368639118615,40.77083002829504,11.15,0.283
904,4,-73.99043617806717,40.774728125511295,11.15,0.283
905,4,-73.99134341555934,40.76922361509767,11.15,0.283
906,4,-73.99334325753212,40.77194110082212,11.15,0.283
907,4,-73.98904051318583,40.77653216911299,11.15,0.283
908,4,-73.99299509119882,40.76992830855553,11.15,0.283
909,4,-73.98364007206163,40.776592516909695,11.15,0.283
910,4,-73.98480177751934,40.76893261436422,11.15,0.283
911,4,-73.9926667423385,40.773442143287134,11.15,0.283
912,4,-73.98800054913231,40.773170320705994,11.15,0.283
913,4,-73.99075049415325,40.763341943710195,11.15,0.283
914,4,-73.99392277581869,40.7663405573978,11.15,0.283
915,4,-73.99023071885216,40.76097553137454,11.15,0.283
916,4,-73.98289335051457,40.76618253697653,11.15,0.283
917,4,-73.98446889153621,40.766257486784795,11.15,0.283
918,4,-73.99169910616642,40.76693331860263,11.15,0.283
919,4,-73.98637844271094,40.7604886518961,11.15,0.283
920,4,-73.9866645393673,40.761747665921476,11.15,0.283
921,4,-73.9848373335808,40.76791849588793,11.15,0.283
922,4,-73.99052622018844,40.76320776158469,11.15,0.283
923,4,-73.98386055435066,40.76272833207498,11.15,0.283
924,4,-73.98443701675698,40.760337399730595,11.15,0.283
925,4,-73.98730697606055,40.76122807843231,11.15,0.283
926,4,-73.98698063465385,40.76550867212908,11.15,0.283
927,4,-73.98795815619796,40.76757977702617,11.15,0.283
928,4,-73.98929162458386,40.76707491500152,11.15,0.283
929,4,-73.98826163095337,40.76047718348085,11.15,0.283
930,4,-73.98487310087785,40.76820658560451,11.15,0.283
931,4,-73.98307989954438,40.76219339754697,11.15,0.283
932,4,-73.98896338572955,40.768067897522144,11.15,0.283
933,4,-73.9891498612926,40.764616127178385,11.15,0.283
934,4,-73.99249008058355,40.763411694940494,11.15,0.283
935,4,-73.99262165798592,40.76755919617693,11.15,0.283
936,4,-73.98777956351414,40.76100405396791,11.15,0.283
937,4,-73.99011164810861,40.7668554643269,11.15,0.283
938,4,-73.98995700390199,40.7671340654023,11.15,0.283
939,4,-73.98484228011354,40.76818147755002,11.15,0.283
940,4,-73.98630271943868,40.76428434422621,11.15,0.283
941,4,-73.98261028903441,40.76209221244163,11.15,0.283
942,4,-73.99039525636117,40.761496730046986,11.15,0.283
943,4,-73.98963766092317,40.75963869936157,11.15,0.283
944,4,-73.98643612584952,40.76412745545196,11.15,0.283
945,4,-73.9907552345047,40.761689075859415,11.15,0.283
946,4,-73.9856806760579,40.76647792666808,11.15,0.283
947,4,-73.98914798509229,40.76270866941426,11.15,0.283
948,4,-73.98748169912163,40.76485550062358,11.15,0.283
949,4,-73.99037878656006,40.76774987285546,11.15,0.283
950,4,-73.98576992000561,40.76586034391291,11.15,0.283
951,4,-73.9882072966712,40.765146761494314,11.15,0.283
952,4,-73.98705785648608,40.763425488151505,11.15,0.283
953,4,-73.98412711920939,40.765051798173566,11.15,0.283
954,4,-73.98988326351251,40.76264061250698,11.15,0.283
955,4,-73.98713117465142,40.76390234287667,11.15,0.283
956,4,-73.98452680343888,40.76663270998768,11.15,0.283
957,4,-73.9939608781886,40.762682487870364,11.15,0.283
958,4,-73.99382590298526,40.76366951346529,11.15,0.283
959,4,-73.99217134493759,40.7605159489657,11.15,0.283
960,4,-73.98800762251939,40.75963236302398,11.15,0.283
961,4,-73.98401611412329,40.764139958199124,11.15,0.283
